Strain,Gene,No_of_mutations
TB_RSA140.annotated.vcf,RVBD_3184,327
TB_RSA140.annotated.vcf,RVBD_3186,327
TB_RSA140.annotated.vcf,RVBD_2105,327
TB_RSA140.annotated.vcf,RVBD_2278,327
TB_RSA140.annotated.vcf,RVBD_2480c,327
TB_RSA140.annotated.vcf,RVBD_3325,327
TB_RSA140.annotated.vcf,RVBD_1370c,327
TB_RSA140.annotated.vcf,RVBD_2648,327
TB_RSA140.annotated.vcf,RVBD_2168c,327
TB_RSA140.annotated.vcf,RVBD_2354,327
TB_RSA140.annotated.vcf,RVBD_1757c,327
TB_RSA140.annotated.vcf,RVBD_3474,321
TB_RSA141.annotated.vcf,RVBD_1369c,885
TB_RSA141.annotated.vcf,RVBD_3475,885
TB_RSA141.annotated.vcf,RVBD_2279,885
TB_RSA141.annotated.vcf,RVBD_3380c,885
TB_RSA141.annotated.vcf,RVBD_3326,885
TB_RSA141.annotated.vcf,RVBD_1756c,885
TB_RSA141.annotated.vcf,RVBD_2106,885
TB_RSA141.annotated.vcf,RVBD_2355,885
TB_RSA141.annotated.vcf,RVBD_2167c,885
TB_RSA141.annotated.vcf,RVBD_2479c,885
TB_RSA141.annotated.vcf,RVBD_2649,885
TB_RSA141.annotated.vcf,RVBD_3327,589
TB_RSA141.annotated.vcf,RVBD_3187,522
TB_RSA141.annotated.vcf,RVBD_3514,348
TB_RSA141.annotated.vcf,RVBD_1452c,334
TB_RSA141.annotated.vcf,RVBD_3381c,327
TB_RSA141.annotated.vcf,RVBD_3474,327
TB_RSA141.annotated.vcf,RVBD_3184,327
TB_RSA141.annotated.vcf,RVBD_2278,327
TB_RSA141.annotated.vcf,RVBD_2480c,327
TB_RSA141.annotated.vcf,RVBD_3325,327
TB_RSA141.annotated.vcf,RVBD_1370c,327
TB_RSA141.annotated.vcf,RVBD_2168c,327
TB_RSA141.annotated.vcf,RVBD_2648,327
TB_RSA141.annotated.vcf,RVBD_2105,327
TB_RSA141.annotated.vcf,RVBD_2354,327
TB_RSA141.annotated.vcf,RVBD_1757c,327
TB_RSA141.annotated.vcf,RVBD_0278c,326
TB_RSA141.annotated.vcf,RVBD_3611,252
TB_RSA141.annotated.vcf,RVBD_3021c,205
TB_RSA143.annotated.vcf,RVBD_1765c,1097
TB_RSA143.annotated.vcf,RVBD_1369c,885
TB_RSA143.annotated.vcf,RVBD_3185,885
TB_RSA143.annotated.vcf,RVBD_3475,885
TB_RSA143.annotated.vcf,RVBD_2279,885
TB_RSA143.annotated.vcf,RVBD_3380c,885
TB_RSA143.annotated.vcf,RVBD_3326,885
TB_RSA143.annotated.vcf,RVBD_1756c,885
TB_RSA143.annotated.vcf,RVBD_2167c,885
TB_RSA143.annotated.vcf,RVBD_2649,885
TB_RSA143.annotated.vcf,RVBD_2106,884
TB_RSA143.annotated.vcf,RVBD_2479c,881
TB_RSA143.annotated.vcf,RVBD_1764,859
TB_RSA143.annotated.vcf,RVBD_3187,732
TB_RSA143.annotated.vcf,RVBD_1452c,608
TB_RSA143.annotated.vcf,RVBD_3381c,327
TB_RSA143.annotated.vcf,RVBD_3474,327
TB_RSA143.annotated.vcf,RVBD_3184,327
TB_RSA143.annotated.vcf,RVBD_3186,327
TB_RSA143.annotated.vcf,RVBD_2278,327
TB_RSA143.annotated.vcf,RVBD_2480c,327
TB_RSA143.annotated.vcf,RVBD_3325,327
TB_RSA143.annotated.vcf,RVBD_1370c,327
TB_RSA143.annotated.vcf,RVBD_2648,327
TB_RSA143.annotated.vcf,RVBD_2105,327
TB_RSA143.annotated.vcf,RVBD_1757c,327
TB_RSA143.annotated.vcf,RVBD_2168c,326
TB_RSA143.annotated.vcf,RVBD_3345c,253
TB_RSA143.annotated.vcf,RVBD_0279c,165
TB_RSA143.annotated.vcf,RVBD_1450c,149
TB_RSA144.annotated.vcf,RVBD_1765c,1094
TB_RSA144.annotated.vcf,RVBD_1369c,885
TB_RSA144.annotated.vcf,RVBD_3185,885
TB_RSA144.annotated.vcf,RVBD_3187,885
TB_RSA144.annotated.vcf,RVBD_3475,885
TB_RSA144.annotated.vcf,RVBD_2279,885
TB_RSA144.annotated.vcf,RVBD_3380c,885
TB_RSA144.annotated.vcf,RVBD_3326,885
TB_RSA144.annotated.vcf,RVBD_1756c,885
TB_RSA144.annotated.vcf,RVBD_2479c,885
TB_RSA144.annotated.vcf,RVBD_3021c,648
TB_RSA144.annotated.vcf,RVBD_1764,640
TB_RSA144.annotated.vcf,RVBD_3507,379
TB_RSA144.annotated.vcf,RVBD_3381c,327
TB_RSA144.annotated.vcf,RVBD_3474,327
TB_RSA144.annotated.vcf,RVBD_3184,327
TB_RSA144.annotated.vcf,RVBD_3186,327
TB_RSA144.annotated.vcf,RVBD_2278,327
TB_RSA144.annotated.vcf,RVBD_2480c,327
TB_RSA144.annotated.vcf,RVBD_1370c,327
TB_RSA144.annotated.vcf,RVBD_1757c,327
TB_RSA144.annotated.vcf,RVBD_3325,326
TB_RSA144.annotated.vcf,RVBD_3611,309
TB_RSA144.annotated.vcf,RVBD_1452c,303
TB_RSA144.annotated.vcf,RVBD_0279c,253
TB_RSA144.annotated.vcf,RVBD_0872c,202
TB_RSA144.annotated.vcf,RVBD_1087,144
TB_RSA144.annotated.vcf,RVBD_0278c,125
TB_RSA144.annotated.vcf,RVBD_2090,115
TB_RSA144.annotated.vcf,RVBD_1588c,93
TB_RSA145.annotated.vcf,RVBD_1765c,1046
TB_RSA145.annotated.vcf,RVBD_1369c,885
TB_RSA145.annotated.vcf,RVBD_1764,885
TB_RSA145.annotated.vcf,RVBD_3185,885
TB_RSA145.annotated.vcf,RVBD_3187,885
TB_RSA145.annotated.vcf,RVBD_3475,885
TB_RSA145.annotated.vcf,RVBD_3380c,885
TB_RSA145.annotated.vcf,RVBD_3326,885
TB_RSA145.annotated.vcf,RVBD_1756c,885
TB_RSA145.annotated.vcf,RVBD_2106,885
TB_RSA145.annotated.vcf,RVBD_2167c,885
TB_RSA145.annotated.vcf,RVBD_2479c,885
TB_RSA145.annotated.vcf,RVBD_2649,885
TB_RSA145.annotated.vcf,RVBD_2279,885
TB_RSA145.annotated.vcf,RVBD_2355,883
TB_RSA145.annotated.vcf,RVBD_1452c,409
TB_RSA145.annotated.vcf,RVBD_3381c,327
TB_RSA145.annotated.vcf,RVBD_1763,327
TB_RSA145.annotated.vcf,RVBD_3184,327
TB_RSA145.annotated.vcf,RVBD_3186,327
TB_RSA145.annotated.vcf,RVBD_2105,327
TB_RSA145.annotated.vcf,RVBD_3474,327
TB_RSA145.annotated.vcf,RVBD_2278,327
TB_RSA145.annotated.vcf,RVBD_2480c,327
TB_RSA145.annotated.vcf,RVBD_3325,327
TB_RSA145.annotated.vcf,RVBD_1370c,327
TB_RSA145.annotated.vcf,RVBD_2648,327
TB_RSA145.annotated.vcf,RVBD_2168c,327
TB_RSA145.annotated.vcf,RVBD_2354,327
TB_RSA145.annotated.vcf,RVBD_1757c,327
TB_RSA148.annotated.vcf,RVBD_3115,1247
TB_RSA148.annotated.vcf,RVBD_1369c,885
TB_RSA148.annotated.vcf,RVBD_1764,885
TB_RSA148.annotated.vcf,RVBD_2814c,885
TB_RSA148.annotated.vcf,RVBD_3475,885
TB_RSA148.annotated.vcf,RVBD_3380c,885
TB_RSA148.annotated.vcf,RVBD_3326,885
TB_RSA148.annotated.vcf,RVBD_0796,885
TB_RSA148.annotated.vcf,RVBD_1756c,885
TB_RSA148.annotated.vcf,RVBD_2167c,885
TB_RSA148.annotated.vcf,RVBD_2479c,885
TB_RSA148.annotated.vcf,RVBD_2649,885
TB_RSA148.annotated.vcf,RVBD_2279,885
TB_RSA148.annotated.vcf,RVBD_2355,885
TB_RSA148.annotated.vcf,RVBD_2106,884
TB_RSA148.annotated.vcf,RVBD_3187,766
TB_RSA148.annotated.vcf,RVBD_0278c,688
TB_RSA148.annotated.vcf,RVBD_1587c,640
TB_RSA148.annotated.vcf,RVBD_3507,537
TB_RSA148.annotated.vcf,RVBD_3185,533
TB_RSA148.annotated.vcf,RVBD_1396c,364
TB_RSA148.annotated.vcf,RVBD_0797,330
TB_RSA148.annotated.vcf,RVBD_3381c,327
TB_RSA148.annotated.vcf,RVBD_1763,327
TB_RSA148.annotated.vcf,RVBD_3184,327
TB_RSA148.annotated.vcf,RVBD_3186,327
TB_RSA148.annotated.vcf,RVBD_3474,327
TB_RSA148.annotated.vcf,RVBD_2278,327
TB_RSA148.annotated.vcf,RVBD_2480c,327
TB_RSA148.annotated.vcf,RVBD_3325,327
TB_RSA149.annotated.vcf,RVBD_3327,889
TB_RSA149.annotated.vcf,RVBD_1369c,885
TB_RSA149.annotated.vcf,RVBD_1764,885
TB_RSA149.annotated.vcf,RVBD_3475,885
TB_RSA149.annotated.vcf,RVBD_3380c,885
TB_RSA149.annotated.vcf,RVBD_3326,885
TB_RSA149.annotated.vcf,RVBD_0796,885
TB_RSA149.annotated.vcf,RVBD_1756c,885
TB_RSA149.annotated.vcf,RVBD_2106,885
TB_RSA149.annotated.vcf,RVBD_2167c,885
TB_RSA149.annotated.vcf,RVBD_2479c,885
TB_RSA149.annotated.vcf,RVBD_2649,885
TB_RSA149.annotated.vcf,RVBD_2279,885
TB_RSA149.annotated.vcf,RVBD_2355,885
TB_RSA149.annotated.vcf,RVBD_0797,824
TB_RSA149.annotated.vcf,RVBD_1087,700
TB_RSA149.annotated.vcf,RVBD_3187,616
TB_RSA149.annotated.vcf,RVBD_0278c,457
TB_RSA149.annotated.vcf,RVBD_0746,447
TB_RSA149.annotated.vcf,RVBD_3507,409
TB_RSA149.annotated.vcf,RVBD_3381c,327
TB_RSA149.annotated.vcf,RVBD_2480c,327
TB_RSA149.annotated.vcf,RVBD_3184,327
TB_RSA149.annotated.vcf,RVBD_2105,327
TB_RSA149.annotated.vcf,RVBD_3474,327
TB_RSA149.annotated.vcf,RVBD_2278,327
TB_RSA149.annotated.vcf,RVBD_1370c,327
TB_RSA149.annotated.vcf,RVBD_3325,327
TB_RSA149.annotated.vcf,RVBD_0795,327
TB_RSA149.annotated.vcf,RVBD_2648,327
TB_RSA14.annotated.vcf,RVBD_1764,885
TB_RSA14.annotated.vcf,RVBD_2814c,885
TB_RSA14.annotated.vcf,RVBD_3475,885
TB_RSA14.annotated.vcf,RVBD_3326,885
TB_RSA14.annotated.vcf,RVBD_0796,885
TB_RSA14.annotated.vcf,RVBD_1756c,885
TB_RSA14.annotated.vcf,RVBD_2106,885
TB_RSA14.annotated.vcf,RVBD_2167c,885
TB_RSA14.annotated.vcf,RVBD_2479c,885
TB_RSA14.annotated.vcf,RVBD_2649,885
TB_RSA14.annotated.vcf,RVBD_2279,885
TB_RSA14.annotated.vcf,RVBD_2355,885
TB_RSA14.annotated.vcf,RVBD_1452c,716
TB_RSA14.annotated.vcf,RVBD_3187,594
TB_RSA14.annotated.vcf,RVBD_3508,575
TB_RSA14.annotated.vcf,RVBD_3327,451
TB_RSA14.annotated.vcf,RVBD_1450c,346
TB_RSA14.annotated.vcf,RVBD_2480c,327
TB_RSA14.annotated.vcf,RVBD_2105,327
TB_RSA14.annotated.vcf,RVBD_3474,327
TB_RSA14.annotated.vcf,RVBD_2278,327
TB_RSA14.annotated.vcf,RVBD_0795,327
TB_RSA14.annotated.vcf,RVBD_2815c,327
TB_RSA14.annotated.vcf,RVBD_3325,327
TB_RSA14.annotated.vcf,RVBD_2648,327
TB_RSA14.annotated.vcf,RVBD_2168c,327
TB_RSA14.annotated.vcf,RVBD_2354,327
TB_RSA14.annotated.vcf,RVBD_1763,327
TB_RSA14.annotated.vcf,RVBD_1757c,327
TB_RSA14.annotated.vcf,RVBD_0278c,296
TB_RSA150.annotated.vcf,RVBD_1369c,885
TB_RSA150.annotated.vcf,RVBD_1764,885
TB_RSA150.annotated.vcf,RVBD_3475,885
TB_RSA150.annotated.vcf,RVBD_3380c,885
TB_RSA150.annotated.vcf,RVBD_3326,885
TB_RSA150.annotated.vcf,RVBD_0796,885
TB_RSA150.annotated.vcf,RVBD_1756c,885
TB_RSA150.annotated.vcf,RVBD_2106,885
TB_RSA150.annotated.vcf,RVBD_2167c,885
TB_RSA150.annotated.vcf,RVBD_2479c,885
TB_RSA150.annotated.vcf,RVBD_2649,885
TB_RSA150.annotated.vcf,RVBD_2279,885
TB_RSA150.annotated.vcf,RVBD_2355,885
TB_RSA150.annotated.vcf,RVBD_3327,883
TB_RSA150.annotated.vcf,RVBD_0797,840
TB_RSA150.annotated.vcf,RVBD_3187,668
TB_RSA150.annotated.vcf,RVBD_1450c,488
TB_RSA150.annotated.vcf,RVBD_3381c,327
TB_RSA150.annotated.vcf,RVBD_2480c,327
TB_RSA150.annotated.vcf,RVBD_3184,327
TB_RSA150.annotated.vcf,RVBD_2105,327
TB_RSA150.annotated.vcf,RVBD_3474,327
TB_RSA150.annotated.vcf,RVBD_2278,327
TB_RSA150.annotated.vcf,RVBD_1370c,327
TB_RSA150.annotated.vcf,RVBD_3325,327
TB_RSA150.annotated.vcf,RVBD_0795,327
TB_RSA150.annotated.vcf,RVBD_2648,327
TB_RSA150.annotated.vcf,RVBD_2168c,327
TB_RSA150.annotated.vcf,RVBD_2354,327
TB_RSA150.annotated.vcf,RVBD_1763,327
TB_RSA151.annotated.vcf,RVBD_1369c,885
TB_RSA151.annotated.vcf,RVBD_3475,885
TB_RSA151.annotated.vcf,RVBD_2279,885
TB_RSA151.annotated.vcf,RVBD_3380c,885
TB_RSA151.annotated.vcf,RVBD_3326,885
TB_RSA151.annotated.vcf,RVBD_1756c,885
TB_RSA151.annotated.vcf,RVBD_2106,885
TB_RSA151.annotated.vcf,RVBD_2355,885
TB_RSA151.annotated.vcf,RVBD_2167c,885
TB_RSA151.annotated.vcf,RVBD_2479c,885
TB_RSA151.annotated.vcf,RVBD_2649,885
TB_RSA151.annotated.vcf,RVBD_3345c,364
TB_RSA151.annotated.vcf,RVBD_3187,328
TB_RSA151.annotated.vcf,RVBD_3381c,327
TB_RSA151.annotated.vcf,RVBD_3474,327
TB_RSA151.annotated.vcf,RVBD_3184,327
TB_RSA151.annotated.vcf,RVBD_2278,327
TB_RSA151.annotated.vcf,RVBD_2480c,327
TB_RSA151.annotated.vcf,RVBD_3325,327
TB_RSA151.annotated.vcf,RVBD_1370c,327
TB_RSA151.annotated.vcf,RVBD_2168c,327
TB_RSA151.annotated.vcf,RVBD_2648,327
TB_RSA151.annotated.vcf,RVBD_2105,327
TB_RSA151.annotated.vcf,RVBD_2354,327
TB_RSA151.annotated.vcf,RVBD_1757c,326
TB_RSA151.annotated.vcf,RVBD_1452c,320
TB_RSA151.annotated.vcf,RVBD_0279c,281
TB_RSA151.annotated.vcf,RVBD_3021c,234
TB_RSA151.annotated.vcf,RVBD_1197,190
TB_RSA151.annotated.vcf,RVBD_1087,143
TB_RSA154.annotated.vcf,RVBD_1369c,885
TB_RSA154.annotated.vcf,RVBD_3475,885
TB_RSA154.annotated.vcf,RVBD_3380c,885
TB_RSA154.annotated.vcf,RVBD_3326,885
TB_RSA154.annotated.vcf,RVBD_0796,885
TB_RSA154.annotated.vcf,RVBD_1756c,885
TB_RSA154.annotated.vcf,RVBD_2106,885
TB_RSA154.annotated.vcf,RVBD_2355,885
TB_RSA154.annotated.vcf,RVBD_2167c,885
TB_RSA154.annotated.vcf,RVBD_2479c,885
TB_RSA154.annotated.vcf,RVBD_2649,885
TB_RSA154.annotated.vcf,RVBD_2279,884
TB_RSA154.annotated.vcf,RVBD_3345c,546
TB_RSA154.annotated.vcf,RVBD_3187,495
TB_RSA154.annotated.vcf,RVBD_3381c,327
TB_RSA154.annotated.vcf,RVBD_3474,327
TB_RSA154.annotated.vcf,RVBD_3184,327
TB_RSA154.annotated.vcf,RVBD_2278,327
TB_RSA154.annotated.vcf,RVBD_2480c,327
TB_RSA154.annotated.vcf,RVBD_3325,327
TB_RSA154.annotated.vcf,RVBD_1370c,327
TB_RSA154.annotated.vcf,RVBD_0795,327
TB_RSA154.annotated.vcf,RVBD_2168c,327
TB_RSA154.annotated.vcf,RVBD_2648,327
TB_RSA154.annotated.vcf,RVBD_2105,327
TB_RSA154.annotated.vcf,RVBD_2354,327
TB_RSA154.annotated.vcf,RVBD_1757c,327
TB_RSA154.annotated.vcf,RVBD_1588c,252
TB_RSA154.annotated.vcf,RVBD_2615c,224
TB_RSA154.annotated.vcf,RVBD_0279c,184
TB_RSA156.annotated.vcf,RVBD_1452c,745
TB_RSA156.annotated.vcf,RVBD_3507,534
TB_RSA156.annotated.vcf,RVBD_3345c,373
TB_RSA156.annotated.vcf,RVBD_0279c,371
TB_RSA156.annotated.vcf,RVBD_3021c,212
TB_RSA156.annotated.vcf,RVBD_3611,143
TB_RSA156.annotated.vcf,RVBD_0978c,116
TB_RSA156.annotated.vcf,RVBD_1197,110
TB_RSA156.annotated.vcf,RVBD_1588c,103
TB_RSA156.annotated.vcf,RVBD_3884c,66
TB_RSA156.annotated.vcf,RVBD_1450c,58
TB_RSA156.annotated.vcf,RVBD_3512,44
TB_RSA156.annotated.vcf,RVBD_1441c,25
TB_RSA156.annotated.vcf,RVBD_0755c,20
TB_RSA156.annotated.vcf,RVBD_2931,17
TB_RSA156.annotated.vcf,RVBD_0355c,16
TB_RSA156.annotated.vcf,RVBD_3350c,12
TB_RSA156.annotated.vcf,RVBD_0976c,11
TB_RSA156.annotated.vcf,RVBD_2330c,10
TB_RSA156.annotated.vcf,RVBD_3508,7
TB_RSA156.annotated.vcf,RVBD_3343c,7
TB_RSA156.annotated.vcf,RVBD_1765c,7
TB_RSA156.annotated.vcf,RVBD_0277Ac,4
TB_RSA156.annotated.vcf,RVBD_2450c,4
TB_RSA156.annotated.vcf,RVBD_1758,4
TB_RSA156.annotated.vcf,RVBD_3382c,4
TB_RSA156.annotated.vcf,RVBD_3466,4
TB_RSA156.annotated.vcf,RVBD_0064,3
TB_RSA156.annotated.vcf,RVBD_1198,3
TB_RSA156.annotated.vcf,RVBD_1933c,3
TB_RSA157.annotated.vcf,RVBD_2353c,1065
TB_RSA157.annotated.vcf,RVBD_1369c,885
TB_RSA157.annotated.vcf,RVBD_1764,885
TB_RSA157.annotated.vcf,RVBD_3185,885
TB_RSA157.annotated.vcf,RVBD_3187,885
TB_RSA157.annotated.vcf,RVBD_3475,885
TB_RSA157.annotated.vcf,RVBD_3326,885
TB_RSA157.annotated.vcf,RVBD_2649,885
TB_RSA157.annotated.vcf,RVBD_2106,885
TB_RSA157.annotated.vcf,RVBD_2355,885
TB_RSA157.annotated.vcf,RVBD_2167c,885
TB_RSA157.annotated.vcf,RVBD_2279,884
TB_RSA157.annotated.vcf,RVBD_1756c,883
TB_RSA157.annotated.vcf,RVBD_2479c,883
TB_RSA157.annotated.vcf,RVBD_3380c,871
TB_RSA157.annotated.vcf,RVBD_3507,614
TB_RSA157.annotated.vcf,RVBD_3184,327
TB_RSA157.annotated.vcf,RVBD_3186,327
TB_RSA157.annotated.vcf,RVBD_3474,327
TB_RSA157.annotated.vcf,RVBD_2278,327
TB_RSA157.annotated.vcf,RVBD_2480c,327
TB_RSA157.annotated.vcf,RVBD_3325,327
TB_RSA157.annotated.vcf,RVBD_2168c,327
TB_RSA157.annotated.vcf,RVBD_1763,327
TB_RSA157.annotated.vcf,RVBD_2105,327
TB_RSA157.annotated.vcf,RVBD_2648,327
TB_RSA157.annotated.vcf,RVBD_2354,327
TB_RSA157.annotated.vcf,RVBD_1757c,327
TB_RSA157.annotated.vcf,RVBD_1370c,324
TB_RSA157.annotated.vcf,RVBD_3381c,307
TB_RSA158.annotated.vcf,RVBD_1369c,885
TB_RSA158.annotated.vcf,RVBD_1764,885
TB_RSA158.annotated.vcf,RVBD_3475,885
TB_RSA158.annotated.vcf,RVBD_3380c,885
TB_RSA158.annotated.vcf,RVBD_3326,885
TB_RSA158.annotated.vcf,RVBD_1756c,885
TB_RSA158.annotated.vcf,RVBD_2649,885
TB_RSA158.annotated.vcf,RVBD_2106,885
TB_RSA158.annotated.vcf,RVBD_2355,885
TB_RSA158.annotated.vcf,RVBD_2167c,885
TB_RSA158.annotated.vcf,RVBD_2279,885
TB_RSA158.annotated.vcf,RVBD_2479c,885
TB_RSA158.annotated.vcf,RVBD_1840c,385
TB_RSA158.annotated.vcf,RVBD_3381c,327
TB_RSA158.annotated.vcf,RVBD_3184,327
TB_RSA158.annotated.vcf,RVBD_3474,327
TB_RSA158.annotated.vcf,RVBD_2278,327
TB_RSA158.annotated.vcf,RVBD_2480c,327
TB_RSA158.annotated.vcf,RVBD_3325,327
TB_RSA158.annotated.vcf,RVBD_1370c,327
TB_RSA158.annotated.vcf,RVBD_2168c,327
TB_RSA158.annotated.vcf,RVBD_1763,327
TB_RSA158.annotated.vcf,RVBD_2105,327
TB_RSA158.annotated.vcf,RVBD_2648,327
TB_RSA158.annotated.vcf,RVBD_2354,327
TB_RSA158.annotated.vcf,RVBD_1757c,327
TB_RSA158.annotated.vcf,RVBD_3187,322
TB_RSA158.annotated.vcf,RVBD_3611,254
TB_RSA158.annotated.vcf,RVBD_0578c,204
TB_RSA158.annotated.vcf,RVBD_1452c,201
TB_RSA15.annotated.vcf,RVBD_1369c,885
TB_RSA15.annotated.vcf,RVBD_1764,885
TB_RSA15.annotated.vcf,RVBD_2814c,885
TB_RSA15.annotated.vcf,RVBD_3475,885
TB_RSA15.annotated.vcf,RVBD_3326,885
TB_RSA15.annotated.vcf,RVBD_0796,885
TB_RSA15.annotated.vcf,RVBD_1756c,885
TB_RSA15.annotated.vcf,RVBD_2106,885
TB_RSA15.annotated.vcf,RVBD_2167c,885
TB_RSA15.annotated.vcf,RVBD_2479c,885
TB_RSA15.annotated.vcf,RVBD_2649,885
TB_RSA15.annotated.vcf,RVBD_2279,885
TB_RSA15.annotated.vcf,RVBD_2355,885
TB_RSA15.annotated.vcf,RVBD_3508,827
TB_RSA15.annotated.vcf,RVBD_1452c,697
TB_RSA15.annotated.vcf,RVBD_0279c,567
TB_RSA15.annotated.vcf,RVBD_1450c,438
TB_RSA15.annotated.vcf,RVBD_3187,427
TB_RSA15.annotated.vcf,RVBD_3185,368
TB_RSA15.annotated.vcf,RVBD_3327,329
TB_RSA15.annotated.vcf,RVBD_2480c,327
TB_RSA15.annotated.vcf,RVBD_3184,327
TB_RSA15.annotated.vcf,RVBD_2105,327
TB_RSA15.annotated.vcf,RVBD_3474,327
TB_RSA15.annotated.vcf,RVBD_2278,327
TB_RSA15.annotated.vcf,RVBD_1370c,327
TB_RSA15.annotated.vcf,RVBD_0795,327
TB_RSA15.annotated.vcf,RVBD_2815c,327
TB_RSA15.annotated.vcf,RVBD_3325,327
TB_RSA15.annotated.vcf,RVBD_2648,327
TB_RSA160.annotated.vcf,RVBD_0796,885
TB_RSA160.annotated.vcf,RVBD_1756c,885
TB_RSA160.annotated.vcf,RVBD_2167c,885
TB_RSA160.annotated.vcf,RVBD_2649,885
TB_RSA160.annotated.vcf,RVBD_2355,885
TB_RSA160.annotated.vcf,RVBD_2106,818
TB_RSA160.annotated.vcf,RVBD_2279,711
TB_RSA160.annotated.vcf,RVBD_2479c,680
TB_RSA160.annotated.vcf,RVBD_1452c,510
TB_RSA160.annotated.vcf,RVBD_0278c,365
TB_RSA160.annotated.vcf,RVBD_2098c,362
TB_RSA160.annotated.vcf,RVBD_1441c,354
TB_RSA160.annotated.vcf,RVBD_3187,352
TB_RSA160.annotated.vcf,RVBD_0797,351
TB_RSA160.annotated.vcf,RVBD_1763,327
TB_RSA160.annotated.vcf,RVBD_3184,327
TB_RSA160.annotated.vcf,RVBD_2105,327
TB_RSA160.annotated.vcf,RVBD_2278,327
TB_RSA160.annotated.vcf,RVBD_1370c,327
TB_RSA160.annotated.vcf,RVBD_0795,327
TB_RSA160.annotated.vcf,RVBD_2648,327
TB_RSA160.annotated.vcf,RVBD_2168c,327
TB_RSA160.annotated.vcf,RVBD_2354,327
TB_RSA160.annotated.vcf,RVBD_1757c,327
TB_RSA160.annotated.vcf,RVBD_1091,267
TB_RSA160.annotated.vcf,RVBD_3590c,201
TB_RSA160.annotated.vcf,RVBD_1917c,153
TB_RSA160.annotated.vcf,RVBD_1396c,149
TB_RSA160.annotated.vcf,RVBD_2090,116
TB_RSA160.annotated.vcf,RVBD_1587c,88
TB_RSA161.annotated.vcf,RVBD_3185,883
TB_RSA161.annotated.vcf,RVBD_1759c,740
TB_RSA161.annotated.vcf,RVBD_3187,702
TB_RSA161.annotated.vcf,RVBD_2355,691
TB_RSA161.annotated.vcf,RVBD_1369c,663
TB_RSA161.annotated.vcf,RVBD_2167c,637
TB_RSA161.annotated.vcf,RVBD_2649,633
TB_RSA161.annotated.vcf,RVBD_3380c,611
TB_RSA161.annotated.vcf,RVBD_0278c,607
TB_RSA161.annotated.vcf,RVBD_0796,582
TB_RSA161.annotated.vcf,RVBD_2279,547
TB_RSA161.annotated.vcf,RVBD_1764,545
TB_RSA161.annotated.vcf,RVBD_1818c,538
TB_RSA161.annotated.vcf,RVBD_1758,509
TB_RSA161.annotated.vcf,RVBD_3508,488
TB_RSA161.annotated.vcf,RVBD_2479c,484
TB_RSA161.annotated.vcf,RVBD_1756c,455
TB_RSA161.annotated.vcf,RVBD_2106,445
TB_RSA161.annotated.vcf,RVBD_3343c,408
TB_RSA161.annotated.vcf,RVBD_3475,401
TB_RSA161.annotated.vcf,RVBD_1452c,395
TB_RSA161.annotated.vcf,RVBD_3326,388
TB_RSA161.annotated.vcf,RVBD_3327,334
TB_RSA161.annotated.vcf,RVBD_3184,326
TB_RSA161.annotated.vcf,RVBD_1765c,282
TB_RSA161.annotated.vcf,RVBD_1370c,256
TB_RSA161.annotated.vcf,RVBD_3186,249
TB_RSA161.annotated.vcf,RVBD_0833,233
TB_RSA161.annotated.vcf,RVBD_2512c,233
TB_RSA161.annotated.vcf,RVBD_2168c,218
TB_RSA162.annotated.vcf,RVBD_1759c,1304
TB_RSA162.annotated.vcf,RVBD_3187,783
TB_RSA162.annotated.vcf,RVBD_3185,620
TB_RSA162.annotated.vcf,RVBD_2162c,554
TB_RSA162.annotated.vcf,RVBD_1758,509
TB_RSA162.annotated.vcf,RVBD_3326,466
TB_RSA162.annotated.vcf,RVBD_2355,454
TB_RSA162.annotated.vcf,RVBD_2279,429
TB_RSA162.annotated.vcf,RVBD_1452c,339
TB_RSA162.annotated.vcf,RVBD_1756c,339
TB_RSA162.annotated.vcf,RVBD_3380c,324
TB_RSA162.annotated.vcf,RVBD_0833,322
TB_RSA162.annotated.vcf,RVBD_3184,322
TB_RSA162.annotated.vcf,RVBD_3186,312
TB_RSA162.annotated.vcf,RVBD_3327,310
TB_RSA162.annotated.vcf,RVBD_2106,295
TB_RSA162.annotated.vcf,RVBD_0279c,279
TB_RSA162.annotated.vcf,RVBD_2649,243
TB_RSA162.annotated.vcf,RVBD_2479c,240
TB_RSA162.annotated.vcf,RVBD_0796,212
TB_RSA162.annotated.vcf,RVBD_3467,197
TB_RSA162.annotated.vcf,RVBD_1091,157
TB_RSA162.annotated.vcf,RVBD_1369c,134
TB_RSA162.annotated.vcf,RVBD_1764,134
TB_RSA162.annotated.vcf,RVBD_0980c,130
TB_RSA162.annotated.vcf,RVBD_3343c,130
TB_RSA162.annotated.vcf,RVBD_3475,119
TB_RSA162.annotated.vcf,RVBD_1450c,98
TB_RSA162.annotated.vcf,RVBD_2105,77
TB_RSA162.annotated.vcf,RVBD_3325,62
TB_RSA163.annotated.vcf,RVBD_1764,885
TB_RSA163.annotated.vcf,RVBD_3475,885
TB_RSA163.annotated.vcf,RVBD_3380c,885
TB_RSA163.annotated.vcf,RVBD_3326,885
TB_RSA163.annotated.vcf,RVBD_0796,885
TB_RSA163.annotated.vcf,RVBD_1756c,885
